"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","788","Test Stream Time Range Search","End To End Tests","2026-09-17","passed","2026-09-17","Data Stream Tests","Typescript Client","",""
"","2709","Test FindByIds","End To End Tests","2026-09-17","passed","2026-09-17","Admin EntityService Tests","Typescript Client","",""
"","357","Can bulk save people across multiple tenants and retrieve them selectively","End To End Tests","2026-09-17","passed","2026-09-17","Multitenant Selection Operations","OpenAPI Client","",""
"","19","a request on a connection the caller closed is refused at once, with a typed error","Continuum client contract","2026-09-17","passed","2026-09-17","Client Contract","Typescript Client","",""
"","6302","Aggregate With Parameter and Tenant Selection Test","End To End Tests","2026-09-17","passed","2026-09-17","Admin Named Query Tests","Typescript Client","",""
"","119","answersOverHttp2Cleartext()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.core.endpoints.HttpTransportTest","org.kinotic.structures.tests.core.endpoints.HttpTransportTest","answersOverHttp2Cleartext"
"","1080","testValidAudienceWithNoRoles()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.AdminProviderAccessControlTest","org.kinotic.structures.tests.auth.AdminProviderAccessControlTest","testValidAudienceWithNoRoles"
"","649","Aggregate Pageable Test","End To End Tests","2026-09-17","passed","2026-09-17","Named Query Tests","Typescript Client","",""
"","165","answersOverHttp1()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.core.endpoints.HttpTransportTest","org.kinotic.structures.tests.core.endpoints.HttpTransportTest","answersOverHttp1"
"","61","testValidAudienceWithValidRoles()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.AdminProviderAccessControlTest","org.kinotic.structures.tests.auth.AdminProviderAccessControlTest","testValidAudienceWithValidRoles"
"","6","testClearCaches()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.JwksServiceTest","org.kinotic.structures.tests.auth.JwksServiceTest","testClearCaches"
"","82","testValidTokenFromKeycloak()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testValidTokenFromKeycloak"
"","589","Test Bulk CRUD","End To End Tests","2026-09-17","passed","2026-09-17","Versioned Tests","Typescript Client","",""
"","1078","Test Bulk CRUD","End To End Tests","2026-09-17","passed","2026-09-17","EntityService Tests","Typescript Client","",""
"","893","Test Bulk Stream Write","End To End Tests","2026-09-17","passed","2026-09-17","Data Stream Tests","Typescript Client","",""
"","6","testValidBearerHeaderWithInvalidToken()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testValidBearerHeaderWithInvalidToken"
"","549","testBulk()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.core.entity.BulkUpdateTests","org.kinotic.structures.tests.core.entity.BulkUpdateTests","testBulk"
"","6899","Aggregate Test","End To End Tests","2026-09-17","passed","2026-09-17","Named Query Tests","Typescript Client","",""
"","884","Test Cursor Based Paging With Iterator Single Page","End To End Tests","2026-09-17","passed","2026-09-17","EntityService Tests","Typescript Client","",""
"","0","whenBuildingSimpleTermQuery_thenCorrectQueryBuilt()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.sql.executor.QueryBuilderTest","org.kinotic.structures.tests.sql.executor.QueryBuilderTest","whenBuildingSimpleTermQuery_thenCorrectQueryBuilt"
"","1670","Test CountByQuery","End To End Tests","2026-09-17","passed","2026-09-17","Admin EntityService Tests","Typescript Client","",""
"","1598","Test CountByQuery","End To End Tests","2026-09-17","passed","2026-09-17","EntityService Tests","Typescript Client","",""
"","76","testFetchKeyFromValidToken()","Structures Core","2026-09-17","passed","2026-09-17","","org.kinotic.structures.tests.auth.JwksServiceTest","org.kinotic.structures.tests.auth.JwksServiceTest","testFetchKeyFromValidToken"
