"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testAuthorizeWithEntityOnlyPolicies()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithEntityOnlyPolicies"
"","298","Test Update Fails","End To End Tests","2026-09-11","passed","2026-09-11","Versioned Tests","Typescript Client","",""
"","270","Can delete people across specific tenants","End To End Tests","2026-09-11","passed","2026-09-11","Multitenant Selection Operations","OpenAPI Client","",""
"","1246","Test Alert Schema Evolution - Add Field (Non-Breaking)","End To End Tests","2026-09-11","passed","2026-09-11","Data Stream Tests","Typescript Client","",""
"","11","testFrontendConfigurationEndpoint_ReturnsValidConfiguration()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","testFrontendConfigurationEndpoint_ReturnsValidConfiguration"
"","918","Test CountByQuery","End To End Tests","2026-09-11","passed","2026-09-11","EntityService Tests","Typescript Client","",""
"","3","testNoAuthorizationHeaderExceptionDetails()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testNoAuthorizationHeaderExceptionDetails"
"","1434","Test CountByQuery","End To End Tests","2026-09-11","passed","2026-09-11","Admin EntityService Tests","Typescript Client","",""
"","1062","Test Bulk Stream Write","End To End Tests","2026-09-11","passed","2026-09-11","Data Stream Tests","Typescript Client","",""
"","1771","Test FindByIds","End To End Tests","2026-09-11","passed","2026-09-11","EntityService Tests","Typescript Client","",""
"","1304","testFindAll()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testFindAll"
"","136","testFindByIds()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testFindByIds"
"","170","Can delete person","End To End Tests","2026-09-11","passed","2026-09-11","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","1401","Test FindByIds and None Found","End To End Tests","2026-09-11","passed","2026-09-11","EntityService Tests","Typescript Client","",""
"","875","Test Cursor Based Paging With Iterator","End To End Tests","2026-09-11","passed","2026-09-11","EntityService Tests","Typescript Client","",""
"","827","Test FindByIds","End To End Tests","2026-09-11","passed","2026-09-11","Versioned Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithSuccessfulLastName()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.tests.core.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulLastName"
"","154","testFrontendConfigurationEndpoint_EndpointAccessibility()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","testFrontendConfigurationEndpoint_EndpointAccessibility"
"","10","whenDuplicateVersionNumber_thenExceptionThrown()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","whenDuplicateVersionNumber_thenExceptionThrown"
"","392","testFindByIdsNoneFound()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testFindByIdsNoneFound"
"","41","tryOperationOnNotPublishedStructure()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.structure.StructureCrudTests","org.kinotic.structures.tests.core.structure.StructureCrudTests","tryOperationOnNotPublishedStructure"
"","877","Test Delete By Query","End To End Tests","2026-09-11","passed","2026-09-11","Data Stream Tests","Typescript Client","",""
"","8","testValidBearerHeaderWithInvalidToken()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testValidBearerHeaderWithInvalidToken"
"","617","testExtractValueFromPath_NonExistentPath()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","testExtractValueFromPath_NonExistentPath"
"","655","Test Cursor Based Paging With Iterator No Data","End To End Tests","2026-09-11","passed","2026-09-11","EntityService Tests","Typescript Client","",""
"","1","testAuthorizeWriteFailsDueToOperationPolicy()","Structures Core","2026-09-11","passed","2026-09-11","","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWriteFailsDueToOperationPolicy"
